year,region,country,attack_type,group_name,killed,wounded,total_casualties,target_type,weapon_type,success,latitude,longitude
2000,South Asia,Sri Lanka,Assassination,Desert Storm Faction,0,0,0,Government,Melee,1,24.1801,69.7846
2000,Europe,Russia,Armed Assault,Red Crescent Brigade,15,10,25,Business,Explosives,0,48.1183,38.505
2000,South Asia,India,Assassination,Liberation Front Alpha,0,1,1,Business,Melee,0,26.1169,72.6231
2000,Southeast Asia,Myanmar,Armed Assault,Frontier Guard,3,2,5,Military,Firearms,1,18.3923,106.3683
2000,Middle East,Afghanistan,Bombing/Explosion,Iron Vanguard,10,10,20,Government,Explosives,1,29.2882,45.5514
2000,Africa,Libya,Bombing/Explosion,Northern Covenant,7,36,43,Police,Firearms,1,-2.5513,41.3435
2000,Middle East,Iraq,Bombing/Explosion,Iron Vanguard,4,27,31,Business,Unknown,0,31.6548,59.3971
2000,Africa,Libya,Assassination,Crimson Path,1,2,3,Police,Chemical,1,-3.8009,20.1759
2000,South Asia,Nepal,Facility Attack,Free Sons Movement,5,5,10,Police,Unknown,0,21.8237,82.2708
2000,Europe,Turkey,Bombing/Explosion,Red Crescent Brigade,38,30,68,Police,Explosives,1,48.5587,31.4391
2000,Americas,Peru,Bombing/Explosion,Storm Seekers,14,47,61,Business,Unknown,1,12.403,-70.5618
2000,Europe,Kosovo,Bombing/Explosion,Black Sun Collective,16,9,25,Business,Melee,0,46.0268,21.8956
2000,Southeast Asia,Myanmar,Armed Assault,Iron Vanguard,1,1,2,Religious,Explosives,0,11.9108,104.3821
2000,Middle East,Iraq,Hostage Taking,Grey Wolf Alliance,2,1,3,Police,Explosives,1,24.7463,57.5589
2000,Central Asia,Kazakhstan,Hijacking,Eastern Resistance,2,1,3,Business,Vehicle,0,47.3244,67.0464
2001,Southeast Asia,Philippines,Armed Assault,Black Sun Collective,5,0,5,Religious,Chemical,1,19.1338,95.2187
2001,Americas,Peru,Bombing/Explosion,Grey Wolf Alliance,20,23,43,Religious,Unknown,1,23.4092,-65.0208
2001,Americas,Colombia,Assassination,Northern Covenant,9,0,9,Military,Firearms,0,22.6386,-76.9121
2001,Middle East,Afghanistan,Facility Attack,Red Crescent Brigade,3,7,10,Government,Chemical,1,24.6618,50.3697
2001,Middle East,Afghanistan,Unarmed Assault,Desert Storm Faction,3,3,6,Government,Firearms,0,35.0601,60.8764
2001,Europe,Bosnia,Bombing/Explosion,Desert Storm Faction,27,6,33,Religious,Explosives,1,46.8261,20.4366
2001,Americas,Colombia,Unarmed Assault,Eastern Resistance,3,4,7,Government,Chemical,0,6.1499,-89.8527
2001,Africa,DRC,Bombing/Explosion,Iron Vanguard,40,50,90,Police,Melee,0,-0.3461,21.345
2001,Europe,Russia,Bombing/Explosion,Shadow Front,6,8,14,Military,Chemical,0,44.9286,37.8277
2001,Central Asia,Kyrgyzstan,Bombing/Explosion,Red Crescent Brigade,71,20,91,Business,Vehicle,1,40.9928,71.4251
2001,Central Asia,Tajikistan,Bombing/Explosion,Silent Thunder,42,4,46,Police,Vehicle,1,42.3936,67.0981
2001,Middle East,Afghanistan,Unarmed Assault,Black Sun Collective,3,7,10,Police,Unknown,1,26.4644,37.1674
2001,Southeast Asia,Thailand,Unarmed Assault,Desert Storm Faction,8,1,9,Civilians,Firearms,1,21.1224,123.791
2001,Europe,Kosovo,Assassination,Unknown Cell,2,2,4,Police,Unknown,0,43.8987,34.1098
2001,Americas,El Salvador,Bombing/Explosion,Shadow Front,1,31,32,Religious,Explosives,1,7.5225,-81.397
2001,South Asia,India,Assassination,Eastern Resistance,2,8,10,Government,Melee,1,23.5243,68.1927
2001,Africa,Mozambique,Bombing/Explosion,Northern Covenant,12,7,19,Government,Vehicle,1,-1.1876,26.3597
2001,Central Asia,Kazakhstan,Facility Attack,Silent Thunder,0,4,4,Civilians,Unknown,1,46.2061,67.9762
2001,Southeast Asia,Myanmar,Bombing/Explosion,Black Sun Collective,6,38,44,Civilians,Chemical,1,7.5283,98.6138
2001,Africa,Mali,Unarmed Assault,Black Sun Collective,1,13,14,Police,Vehicle,1,-0.0089,37.6592
2001,Americas,Peru,Hostage Taking,Black Sun Collective,3,1,4,Religious,Firearms,1,13.5215,-88.4663
2001,Middle East,Afghanistan,Bombing/Explosion,Liberation Front Alpha,47,38,85,Civilians,Melee,1,28.5633,48.1242
2001,South Asia,India,Bombing/Explosion,Unknown Cell,14,5,19,Business,Unknown,1,13.5114,79.3294
2001,Middle East,Yemen,Bombing/Explosion,Shadow Front,11,22,33,Religious,Vehicle,1,27.9566,38.8097
2001,Americas,Mexico,Armed Assault,Frontier Guard,15,7,22,Government,Unknown,0,19.8586,-75.2772
2001,South Asia,Nepal,Bombing/Explosion,Frontier Guard,41,30,71,Civilians,Vehicle,1,10.7655,83.1094
2001,Middle East,Pakistan,Hijacking,Iron Vanguard,0,7,7,Civilians,Unknown,0,26.5081,48.9273
2001,Americas,Honduras,Armed Assault,Red Crescent Brigade,5,5,10,Civilians,Unknown,1,20.2198,-76.6611
2001,South Asia,Sri Lanka,Armed Assault,Unknown Cell,8,1,9,Business,Unknown,1,30.804,88.4825
2001,Africa,DRC,Armed Assault,Grey Wolf Alliance,8,8,16,Business,Unknown,1,5.9031,25.4503
2001,Central Asia,Kazakhstan,Bombing/Explosion,Frontier Guard,9,82,91,Civilians,Melee,1,39.2893,65.6817
2001,Central Asia,Kyrgyzstan,Bombing/Explosion,Iron Vanguard,13,6,19,Military,Vehicle,1,43.3247,72.7023
2001,Europe,Turkey,Armed Assault,Red Crescent Brigade,4,30,34,Business,Vehicle,1,43.2579,19.6017
2001,South Asia,India,Facility Attack,Desert Storm Faction,0,1,1,Military,Chemical,1,26.4016,80.6018
2001,Africa,Libya,Assassination,Storm Seekers,0,0,0,Military,Firearms,1,8.3391,19.339
2001,Africa,Sudan,Bombing/Explosion,Grey Wolf Alliance,31,35,66,Civilians,Explosives,1,1.2252,36.3491
2001,Middle East,Lebanon,Armed Assault,Unknown Cell,3,14,17,Business,Chemical,0,28.2193,63.4464
2001,Africa,Sudan,Armed Assault,Shadow Front,4,36,40,Government,Chemical,1,19.6315,30.0306
2001,South Asia,Nepal,Bombing/Explosion,Crimson Path,61,13,74,Business,Explosives,1,33.4478,86.6765
2001,Middle East,Lebanon,Hostage Taking,Frontier Guard,1,2,3,Business,Vehicle,0,27.3455,54.1607
2001,South Asia,Bangladesh,Bombing/Explosion,Black Sun Collective,6,7,13,Military,Melee,1,24.3748,88.5973
2001,Europe,Russia,Hostage Taking,Red Crescent Brigade,0,2,2,Police,Vehicle,1,50.826,17.3423
2001,South Asia,Sri Lanka,Bombing/Explosion,Desert Storm Faction,58,38,96,Military,Vehicle,0,12.6906,74.7691
2001,South Asia,Bangladesh,Assassination,Unknown Cell,3,2,5,Religious,Firearms,1,9.8733,73.8861
2001,Europe,Ukraine,Hostage Taking,Black Sun Collective,1,2,3,Police,Firearms,1,49.6959,30.0823
2002,Middle East,Iraq,Hostage Taking,Desert Storm Faction,0,1,1,Military,Unknown,0,25.7183,58.3334
2002,Southeast Asia,Philippines,Facility Attack,Liberation Front Alpha,8,0,8,Religious,Explosives,0,6.8078,117.0839
2002,Middle East,Syria,Bombing/Explosion,Eastern Resistance,29,5,34,Military,Chemical,0,34.601,44.9142
2002,South Asia,India,Armed Assault,Iron Vanguard,5,19,24,Business,Melee,1,11.2,87.7982
2002,Africa,Somalia,Armed Assault,Black Sun Collective,2,3,5,Police,Vehicle,1,17.8042,10.768
2002,South Asia,Nepal,Assassination,Silent Thunder,1,6,7,Civilians,Firearms,0,25.7949,84.4824
2002,Europe,Russia,Hijacking,Frontier Guard,0,3,3,Government,Firearms,1,51.4702,23.9327
2002,Middle East,Afghanistan,Unarmed Assault,Grey Wolf Alliance,0,20,20,Government,Explosives,0,31.8586,41.164
2002,Americas,Mexico,Assassination,Desert Storm Faction,6,2,8,Government,Firearms,0,18.7432,-74.381
2002,Middle East,Afghanistan,Unarmed Assault,Crimson Path,2,2,4,Civilians,Unknown,1,27.4502,62.3026
2002,Central Asia,Kazakhstan,Facility Attack,Eastern Resistance,5,0,5,Religious,Firearms,0,39.4659,67.2167
2002,Central Asia,Tajikistan,Facility Attack,Iron Vanguard,0,0,0,Government,Explosives,1,47.5959,69.1771
2002,South Asia,Sri Lanka,Hostage Taking,Black Sun Collective,0,0,0,Business,Melee,1,19.0196,84.6421
2002,Central Asia,Kyrgyzstan,Armed Assault,Grey Wolf Alliance,7,58,65,Business,Unknown,0,41.8319,73.2401
2002,Europe,Turkey,Armed Assault,Frontier Guard,3,10,13,Religious,Firearms,1,46.9716,25.546
2002,Central Asia,Kyrgyzstan,Bombing/Explosion,Shadow Front,9,50,59,Government,Explosives,1,38.0287,79.9086
2002,Americas,El Salvador,Unarmed Assault,Free Sons Movement,6,9,15,Military,Explosives,1,11.987,-68.7812
2002,Africa,Mozambique,Bombing/Explosion,Free Sons Movement,65,0,65,Military,Chemical,0,17.8238,17.7599
2002,Middle East,Lebanon,Bombing/Explosion,Black Sun Collective,32,37,69,Government,Unknown,1,28.907,36.7641
2002,Middle East,Lebanon,Bombing/Explosion,Shadow Front,4,84,88,Military,Chemical,1,34.8867,61.2438
2002,Africa,Sudan,Bombing/Explosion,Crimson Path,2,30,32,Military,Explosives,1,15.7767,23.3278
2002,Europe,Russia,Hostage Taking,Eastern Resistance,0,0,0,Religious,Unknown,0,45.6422,33.0639
2002,Southeast Asia,Philippines,Bombing/Explosion,Red Crescent Brigade,22,22,44,Business,Firearms,1,15.9217,113.1252
2002,South Asia,India,Armed Assault,Free Sons Movement,4,4,8,Government,Vehicle,1,30.7754,81.2997
2002,Americas,Honduras,Armed Assault,Grey Wolf Alliance,14,1,15,Police,Firearms,1,8.136,-65.6719
2002,South Asia,Sri Lanka,Armed Assault,Grey Wolf Alliance,4,28,32,Business,Explosives,1,12.776,85.9039
2002,Central Asia,Kazakhstan,Facility Attack,Black Sun Collective,9,3,12,Military,Vehicle,1,44.527,71.0765
2002,Middle East,Afghanistan,Assassination,Crimson Path,2,5,7,Government,Firearms,1,25.3572,46.5183
2003,South Asia,Nepal,Bombing/Explosion,Desert Storm Faction,39,21,60,Military,Explosives,1,23.5249,86.1565
2003,Americas,Mexico,Assassination,Shadow Front,0,0,0,Business,Explosives,1,6.7008,-75.7469
2003,Central Asia,Tajikistan,Bombing/Explosion,Crimson Path,6,24,30,Government,Melee,1,41.086,79.7081
2003,Europe,Turkey,Bombing/Explosion,Iron Vanguard,0,27,27,Government,Vehicle,1,51.6862,32.5664
2003,Europe,Turkey,Bombing/Explosion,Free Sons Movement,8,9,17,Civilians,Firearms,1,49.5528,26.9238
2003,Africa,Sudan,Bombing/Explosion,Northern Covenant,38,16,54,Military,Vehicle,1,10.6488,40.4902
2003,Central Asia,Kyrgyzstan,Assassination,Silent Thunder,0,5,5,Business,Unknown,1,47.6367,72.7445
2003,Southeast Asia,Thailand,Armed Assault,Black Sun Collective,0,15,15,Civilians,Firearms,1,11.1254,120.6786
2003,Southeast Asia,Indonesia,Bombing/Explosion,Eastern Resistance,26,11,37,Civilians,Chemical,1,21.2863,112.007
2003,Central Asia,Kazakhstan,Bombing/Explosion,Iron Vanguard,31,19,50,Police,Melee,1,47.6895,76.7217
2003,Middle East,Yemen,Armed Assault,Iron Vanguard,4,0,4,Civilians,Melee,1,27.6415,46.5365
2003,South Asia,Bangladesh,Bombing/Explosion,Unknown Cell,6,72,78,Military,Vehicle,0,27.8418,78.6091
2003,Middle East,Pakistan,Armed Assault,Unknown Cell,3,9,12,Religious,Melee,0,29.2122,60.853
2003,South Asia,Bangladesh,Armed Assault,Grey Wolf Alliance,6,10,16,Police,Chemical,0,17.7158,84.3728
2003,Africa,Nigeria,Assassination,Grey Wolf Alliance,0,1,1,Civilians,Unknown,1,14.7648,32.3918
2003,South Asia,India,Bombing/Explosion,Free Sons Movement,23,6,29,Police,Firearms,1,30.1996,73.3532
2003,Southeast Asia,Philippines,Armed Assault,Iron Vanguard,1,0,1,Military,Vehicle,1,20.3022,108.9456
2003,Southeast Asia,Philippines,Unarmed Assault,Liberation Front Alpha,1,9,10,Government,Vehicle,0,8.391,104.8616
2003,Americas,El Salvador,Bombing/Explosion,Red Crescent Brigade,0,5,5,Police,Unknown,1,10.5675,-89.0429
2003,South Asia,Sri Lanka,Armed Assault,Crimson Path,2,15,17,Government,Explosives,0,28.1293,69.4976
2003,Central Asia,Tajikistan,Hijacking,Storm Seekers,1,0,1,Police,Firearms,1,46.6802,79.2897
2003,Africa,Libya,Assassination,Free Sons Movement,2,2,4,Religious,Explosives,1,1.8476,12.6147
2003,Europe,Kosovo,Armed Assault,Unknown Cell,18,20,38,Police,Unknown,0,42.2089,16.3436
2003,Africa,Libya,Bombing/Explosion,Crimson Path,5,8,13,Military,Melee,0,7.0406,27.1362
2003,Southeast Asia,Indonesia,Armed Assault,Unknown Cell,1,4,5,Business,Unknown,1,18.9913,111.8273
2003,South Asia,India,Hostage Taking,Silent Thunder,7,0,7,Religious,Chemical,1,16.417,91.6728
2003,Central Asia,Kyrgyzstan,Hostage Taking,Free Sons Movement,0,2,2,Government,Explosives,1,42.5866,67.2123
2003,Middle East,Lebanon,Armed Assault,Free Sons Movement,6,1,7,Military,Chemical,1,36.8471,63.3564
2004,Southeast Asia,Philippines,Bombing/Explosion,Red Crescent Brigade,8,14,22,Business,Unknown,0,12.143,111.3826
2004,Europe,Russia,Armed Assault,Free Sons Movement,11,0,11,Government,Firearms,0,46.922,15.3593
2004,Middle East,Afghanistan,Unarmed Assault,Eastern Resistance,0,3,3,Police,Chemical,0,25.6217,50.4748
2004,Europe,Bosnia,Armed Assault,Unknown Cell,2,11,13,Military,Chemical,1,51.6888,23.3957
2004,Europe,Kosovo,Armed Assault,Free Sons Movement,5,5,10,Religious,Chemical,1,46.5132,24.5391
2004,Southeast Asia,Indonesia,Assassination,Iron Vanguard,5,3,8,Civilians,Unknown,0,20.7273,120.7099
2004,Middle East,Lebanon,Bombing/Explosion,Grey Wolf Alliance,2,22,24,Civilians,Vehicle,1,33.7493,54.0909
2004,Southeast Asia,Indonesia,Armed Assault,Crimson Path,12,14,26,Police,Explosives,1,19.479,101.3561
2004,Americas,El Salvador,Bombing/Explosion,Eastern Resistance,3,96,99,Police,Vehicle,0,12.0123,-70.1562
2004,Central Asia,Kyrgyzstan,Hostage Taking,Grey Wolf Alliance,0,0,0,Government,Unknown,1,47.3962,76.7329
2004,Africa,Libya,Armed Assault,Shadow Front,1,1,2,Civilians,Vehicle,1,-4.8961,39.0899
2004,Middle East,Syria,Facility Attack,Frontier Guard,8,0,8,Police,Chemical,0,31.7993,45.7176
2004,South Asia,Bangladesh,Bombing/Explosion,Black Sun Collective,2,51,53,Military,Unknown,1,9.3411,90.3666
2004,Southeast Asia,Indonesia,Hijacking,Northern Covenant,0,0,0,Civilians,Firearms,1,10.4081,99.7533
2004,Southeast Asia,Myanmar,Armed Assault,Unknown Cell,0,1,1,Government,Unknown,1,11.6642,117.8652
2004,Central Asia,Kyrgyzstan,Bombing/Explosion,Storm Seekers,4,29,33,Business,Melee,1,38.9327,71.5613
2004,South Asia,India,Assassination,Silent Thunder,0,0,0,Religious,Chemical,0,10.0481,77.1777
2004,South Asia,Bangladesh,Assassination,Northern Covenant,2,3,5,Business,Melee,1,24.9656,73.3221
2004,Central Asia,Kazakhstan,Hostage Taking,Unknown Cell,0,1,1,Military,Vehicle,0,44.5926,69.1245
2004,Southeast Asia,Philippines,Assassination,Iron Vanguard,0,1,1,Civilians,Chemical,0,6.8858,122.816
2004,South Asia,Nepal,Bombing/Explosion,Free Sons Movement,12,13,25,Military,Firearms,1,20.8504,76.6735
2004,Europe,Ukraine,Armed Assault,Northern Covenant,18,0,18,Religious,Explosives,1,45.8382,30.6421
2004,Europe,Kosovo,Unarmed Assault,Shadow Front,4,0,4,Military,Unknown,0,49.7026,19.4952
2004,Southeast Asia,Philippines,Bombing/Explosion,Grey Wolf Alliance,28,25,53,Civilians,Melee,0,13.2265,113.4201
2004,South Asia,Nepal,Unarmed Assault,Crimson Path,5,0,5,Military,Firearms,1,21.9348,80.4319
2004,South Asia,Nepal,Bombing/Explosion,Silent Thunder,14,18,32,Military,Firearms,1,11.6027,70.0026
2004,Africa,Libya,Armed Assault,Silent Thunder,9,9,18,Police,Explosives,1,8.7874,19.4183
2004,Europe,Turkey,Unarmed Assault,Silent Thunder,2,2,4,Government,Firearms,1,42.3745,36.1509
2004,Europe,Ukraine,Assassination,Eastern Resistance,0,1,1,Police,Chemical,1,49.5292,38.8441
2004,Europe,Kosovo,Assassination,Black Sun Collective,0,9,9,Military,Melee,0,47.4749,30.1824
2004,Americas,Peru,Armed Assault,Grey Wolf Alliance,10,36,46,Government,Unknown,0,13.9881,-67.7638
2004,Americas,El Salvador,Bombing/Explosion,Iron Vanguard,4,57,61,Military,Unknown,0,15.61,-80.0423
2004,Central Asia,Tajikistan,Armed Assault,Liberation Front Alpha,13,13,26,Military,Firearms,1,38.7264,74.8543
2004,Central Asia,Tajikistan,Bombing/Explosion,Frontier Guard,17,10,27,Government,Melee,1,45.168,68.2066
2004,South Asia,India,Armed Assault,Silent Thunder,13,8,21,Business,Chemical,1,13.654,81.463
2004,Central Asia,Kyrgyzstan,Bombing/Explosion,Liberation Front Alpha,1,10,11,Military,Unknown,1,45.562,69.7667
2004,South Asia,India,Facility Attack,Eastern Resistance,13,14,27,Military,Vehicle,1,15.1348,70.8622
2004,Americas,Peru,Assassination,Free Sons Movement,8,2,10,Business,Firearms,1,10.7007,-73.9083
2004,Middle East,Yemen,Bombing/Explosion,Liberation Front Alpha,5,4,9,Religious,Vehicle,1,30.9351,51.2979
2004,Middle East,Iraq,Armed Assault,Black Sun Collective,1,0,1,Civilians,Vehicle,1,27.5708,57.8571
2004,Americas,Peru,Armed Assault,Free Sons Movement,3,2,5,Religious,Explosives,1,18.9291,-78.6355
2004,Middle East,Afghanistan,Unarmed Assault,Iron Vanguard,1,12,13,Government,Explosives,1,24.6218,36.3015
2005,South Asia,Sri Lanka,Bombing/Explosion,Shadow Front,10,56,66,Religious,Unknown,0,17.5909,89.6691
2005,Central Asia,Kazakhstan,Bombing/Explosion,Liberation Front Alpha,16,7,23,Religious,Explosives,1,47.4714,66.1256
2005,Americas,El Salvador,Bombing/Explosion,Liberation Front Alpha,7,2,9,Military,Firearms,0,16.6691,-87.0025
2005,Central Asia,Kyrgyzstan,Unarmed Assault,Northern Covenant,1,5,6,Business,Vehicle,1,44.6824,72.8265
2005,Europe,Kosovo,Hijacking,Crimson Path,0,0,0,Government,Melee,0,45.7925,17.295
2005,Southeast Asia,Philippines,Armed Assault,Iron Vanguard,3,48,51,Civilians,Firearms,1,17.4996,101.1767
2005,Europe,Ukraine,Bombing/Explosion,Iron Vanguard,27,35,62,Government,Unknown,1,49.8221,19.6979
2005,South Asia,Nepal,Hostage Taking,Iron Vanguard,0,2,2,Military,Melee,0,25.0375,88.3474
2005,South Asia,Nepal,Armed Assault,Northern Covenant,12,11,23,Civilians,Vehicle,0,21.3501,86.7205
2005,Africa,Ethiopia,Bombing/Explosion,Eastern Resistance,83,10,93,Civilians,Melee,0,9.4311,13.2661
2005,Southeast Asia,Philippines,Bombing/Explosion,Eastern Resistance,51,66,117,Government,Vehicle,1,5.486,114.8566
2005,Africa,Somalia,Unarmed Assault,Black Sun Collective,0,2,2,Business,Explosives,1,0.3017,22.7017
2005,Africa,Nigeria,Armed Assault,Black Sun Collective,30,1,31,Military,Melee,1,11.2155,33.4241
2005,Africa,Mali,Armed Assault,Iron Vanguard,6,46,52,Religious,Chemical,1,10.1862,26.5958
2005,Middle East,Lebanon,Bombing/Explosion,Desert Storm Faction,14,5,19,Military,Explosives,1,24.6908,37.035
2005,Middle East,Pakistan,Bombing/Explosion,Black Sun Collective,15,6,21,Civilians,Firearms,0,33.0937,47.7322
2005,South Asia,Nepal,Armed Assault,Frontier Guard,5,0,5,Government,Firearms,1,17.0385,74.9118
2005,Southeast Asia,Philippines,Bombing/Explosion,Free Sons Movement,16,19,35,Religious,Chemical,0,15.576,117.1727
2005,South Asia,Sri Lanka,Armed Assault,Shadow Front,10,11,21,Religious,Explosives,1,16.636,78.9252
2005,Europe,Kosovo,Armed Assault,Crimson Path,6,14,20,Civilians,Firearms,0,50.5751,19.2681
2005,Americas,Peru,Hijacking,Shadow Front,0,1,1,Civilians,Chemical,1,22.4644,-78.1858
2005,Americas,Peru,Facility Attack,Iron Vanguard,0,19,19,Government,Chemical,1,20.0998,-70.6186
2005,Central Asia,Kyrgyzstan,Armed Assault,Eastern Resistance,0,6,6,Government,Vehicle,1,47.8979,68.8601
2005,Africa,Mozambique,Bombing/Explosion,Storm Seekers,21,16,37,Business,Melee,1,3.3435,26.5706
2005,Europe,Ukraine,Bombing/Explosion,Free Sons Movement,1,21,22,Military,Chemical,1,40.2487,39.4659
2005,Southeast Asia,Myanmar,Armed Assault,Liberation Front Alpha,8,14,22,Military,Explosives,1,17.5972,124.1987
2005,Southeast Asia,Philippines,Bombing/Explosion,Storm Seekers,8,22,30,Business,Vehicle,1,21.4127,121.3143
2005,Europe,Turkey,Bombing/Explosion,Desert Storm Faction,10,30,40,Government,Unknown,1,43.9743,29.7287
2005,South Asia,India,Assassination,Eastern Resistance,1,2,3,Business,Unknown,1,23.9216,78.403
2005,Central Asia,Tajikistan,Bombing/Explosion,Red Crescent Brigade,5,0,5,Business,Explosives,1,44.8553,71.9948
2005,Africa,Sudan,Armed Assault,Northern Covenant,1,1,2,Government,Melee,1,2.3682,24.5235
2005,Central Asia,Kyrgyzstan,Bombing/Explosion,Shadow Front,10,25,35,Civilians,Vehicle,1,42.3032,74.9038
2005,Africa,Sudan,Armed Assault,Grey Wolf Alliance,1,33,34,Military,Melee,0,7.5498,40.6728
2005,Middle East,Lebanon,Bombing/Explosion,Northern Covenant,0,39,39,Civilians,Unknown,1,31.6079,38.3408
2005,Europe,Bosnia,Bombing/Explosion,Iron Vanguard,17,12,29,Government,Unknown,1,45.0708,39.1727
2005,Africa,Libya,Bombing/Explosion,Storm Seekers,0,26,26,Military,Vehicle,1,3.062,28.5014
2005,Africa,Sudan,Armed Assault,Storm Seekers,3,33,36,Police,Firearms,1,-2.8601,28.1333
2005,Americas,Mexico,Armed Assault,Grey Wolf Alliance,6,33,39,Religious,Vehicle,1,15.5314,-72.6467
2005,Southeast Asia,Thailand,Armed Assault,Unknown Cell,1,15,16,Business,Vehicle,1,21.3446,108.8385
2005,Middle East,Yemen,Bombing/Explosion,Grey Wolf Alliance,17,36,53,Government,Firearms,1,27.9311,43.0367
2005,South Asia,Nepal,Bombing/Explosion,Crimson Path,4,29,33,Business,Vehicle,1,25.4221,79.1074
2006,Central Asia,Kazakhstan,Bombing/Explosion,Iron Vanguard,12,36,48,Government,Melee,0,44.4988,70.0023
2006,Americas,El Salvador,Assassination,Silent Thunder,0,6,6,Civilians,Explosives,1,16.6923,-77.2295
2006,Southeast Asia,Myanmar,Armed Assault,Storm Seekers,0,19,19,Religious,Chemical,1,13.4202,101.7063
2006,Central Asia,Kazakhstan,Armed Assault,Frontier Guard,15,20,35,Religious,Melee,0,47.3653,77.0843
2006,South Asia,India,Bombing/Explosion,Northern Covenant,12,15,27,Civilians,Firearms,1,11.1469,70.3247
2006,Europe,Ukraine,Facility Attack,Eastern Resistance,27,1,28,Military,Vehicle,1,51.1125,22.4981
2006,Central Asia,Kazakhstan,Facility Attack,Storm Seekers,3,8,11,Business,Chemical,1,44.1276,71.5869
2006,Middle East,Yemen,Bombing/Explosion,Red Crescent Brigade,21,6,27,Business,Explosives,1,34.6412,55.0665
2006,Southeast Asia,Myanmar,Armed Assault,Liberation Front Alpha,8,20,28,Religious,Melee,1,6.7003,112.6629
2006,Africa,Ethiopia,Armed Assault,Desert Storm Faction,0,29,29,Police,Explosives,1,15.3373,14.7413
2006,Middle East,Pakistan,Armed Assault,Frontier Guard,0,5,5,Police,Chemical,1,32.3864,61.9034
2006,Middle East,Afghanistan,Hijacking,Red Crescent Brigade,0,0,0,Government,Vehicle,0,29.9586,36.2645
2006,Americas,Honduras,Bombing/Explosion,Red Crescent Brigade,43,11,54,Government,Unknown,1,15.2609,-85.6376
2006,Southeast Asia,Thailand,Armed Assault,Black Sun Collective,4,2,6,Civilians,Firearms,1,17.9643,104.0879
2006,Central Asia,Kyrgyzstan,Armed Assault,Grey Wolf Alliance,7,10,17,Religious,Vehicle,1,39.8037,75.6275
2006,Americas,Peru,Bombing/Explosion,Free Sons Movement,8,10,18,Police,Melee,1,16.6145,-75.3877
2006,Middle East,Iraq,Bombing/Explosion,Unknown Cell,38,13,51,Religious,Unknown,1,25.255,39.0804
2006,Europe,Bosnia,Hostage Taking,Silent Thunder,0,0,0,Police,Unknown,0,41.2652,37.0189
2006,Central Asia,Tajikistan,Unarmed Assault,Iron Vanguard,4,2,6,Police,Explosives,1,39.1447,77.702
2006,Central Asia,Tajikistan,Assassination,Black Sun Collective,1,0,1,Military,Explosives,0,41.2116,75.4809
2006,Southeast Asia,Myanmar,Bombing/Explosion,Red Crescent Brigade,79,9,88,Police,Vehicle,1,9.8635,101.0358
2006,Central Asia,Kyrgyzstan,Facility Attack,Iron Vanguard,7,4,11,Military,Firearms,1,38.2424,79.3975
2006,Middle East,Syria,Unarmed Assault,Liberation Front Alpha,0,7,7,Military,Melee,0,31.3878,61.0702
2006,Southeast Asia,Indonesia,Bombing/Explosion,Frontier Guard,7,54,61,Business,Firearms,1,13.0535,105.5632
2006,Central Asia,Kazakhstan,Facility Attack,Iron Vanguard,12,14,26,Military,Vehicle,1,41.7612,66.063
2006,Central Asia,Kyrgyzstan,Bombing/Explosion,Shadow Front,0,41,41,Military,Explosives,1,38.5148,73.1081
2006,Central Asia,Tajikistan,Unarmed Assault,Red Crescent Brigade,1,9,10,Government,Melee,1,41.5791,78.0866
2006,Middle East,Pakistan,Assassination,Shadow Front,2,5,7,Business,Chemical,0,30.5006,47.5774
2006,Southeast Asia,Philippines,Assassination,Northern Covenant,1,2,3,Government,Melee,0,5.5487,107.6422
2006,Central Asia,Kazakhstan,Bombing/Explosion,Unknown Cell,2,41,43,Civilians,Chemical,1,41.2961,76.3602
2006,South Asia,Bangladesh,Bombing/Explosion,Shadow Front,9,18,27,Government,Chemical,0,26.2804,86.3738
2006,Middle East,Yemen,Assassination,Red Crescent Brigade,3,2,5,Government,Chemical,0,35.5377,49.8844
2006,Southeast Asia,Philippines,Bombing/Explosion,Desert Storm Faction,4,24,28,Military,Vehicle,1,16.0557,107.9455
2006,Middle East,Iraq,Bombing/Explosion,Silent Thunder,9,17,26,Civilians,Firearms,1,35.1838,55.7763
2006,Americas,El Salvador,Bombing/Explosion,Red Crescent Brigade,0,6,6,Civilians,Vehicle,1,13.5944,-79.3292
2006,Europe,Ukraine,Unarmed Assault,Northern Covenant,0,5,5,Military,Melee,1,44.1175,37.9517
2006,Middle East,Pakistan,Bombing/Explosion,Frontier Guard,0,14,14,Civilians,Vehicle,1,35.5484,59.0022
2006,Central Asia,Kazakhstan,Facility Attack,Red Crescent Brigade,12,0,12,Government,Firearms,0,38.7661,66.9007
2006,Middle East,Afghanistan,Armed Assault,Black Sun Collective,5,18,23,Police,Unknown,0,36.9752,39.7618
2006,Southeast Asia,Philippines,Assassination,Silent Thunder,5,4,9,Government,Explosives,1,14.242,109.8479
2006,Central Asia,Kazakhstan,Armed Assault,Storm Seekers,10,21,31,Military,Melee,0,45.8021,69.3903
2006,Americas,Peru,Armed Assault,Silent Thunder,4,19,23,Business,Chemical,1,6.08,-67.4894
2007,Africa,Somalia,Bombing/Explosion,Grey Wolf Alliance,0,69,69,Military,Firearms,1,8.0249,19.7581
